locus,title,description,function
 BSU_38630, katX, catalase, BSU_38630
 new_4040876_4040985_c, S1516, new RNA feature, new_4040876_4040985_c
 new_1643910_1644485_c, S572, new RNA feature,
 new_1643910_1644485_c, , ,
 BSU_36760, murAA, UDP-N-acetylglucosamine 1-carboxyvinyltransferase, peptidoglycan precursor biosynthesis
 new_2712243_2712576_c, S991, new RNA feature,
 new_2712243_2712576_c, , ,
 BSU_29470, ackA, acetate kinase, overflow metabolism
 BSU_34020, yvbX, putative glycoside hydrolase, unknown
 new_838921_839051_c, S264, new RNA feature, new_838921_839051_c
 BSU_05460, ydfL, similar to multidrug-efflux transporter regulator ([wiki|MerR family]), unknown
 BSU_36150, ywqN, unknown, unknown
 new_3791649_3791748_c, S1429, new RNA feature, new_3791649_3791748_c
 new_2600156_2602305, S951, new RNA feature,
 new_2600156_2602305, , ,
 BSU_37400, albD, ABC transporter (membrane protein), BSU_37400
 BSU_20250, mtbP, DNA (cytosine-5-)-methyltransferase, DNA modification
 BSU_30700, rpmEB, general stress protein, replaces [[protein|035154A4160F084BA1CC124D0951937B203E167D]] under conditions of zinc limitation
 BSU_09190, yhcR, extracellular non-specific endonuclease, BSU_09190
 new_2780894_2780990_c, S1030, new RNA feature, new_2780894_2780990_c
 BSU_40830, yyaK, unknown, unknown
 BSU_24560, gcvPA, glycine decarboxylase (subunit 1), glycine utilization
 BSU_15390, sepF, part of the [wiki|divisome], determines the thickness of the septal cell wall
 BSU_39350, hutH, histidase, histidine utilization
 BSU_29950, ytlQ, unknown, unknown
 BSU_06780, yeeC, unknown, unknown
 BSU_25780, arsC, arsenate reductase, detoxification of arsenate
 BSU_11160, yitW, iron-sulphur cluster assembly factor, assembly of iron-sulphur clusters
 BSU_10280, yhfM, unknown, unknown
 new_2213079_2214861, S790, new RNA feature, new_2213079_2214861
 BSU_34320, epsF, similar to glycosyltransferase, [wiki|biofilm formation]
 BSU_01720, ybbK, unknown, unknown
 BSU_21460, bdbA, thiol-disulfide oxidoreductase, oxidative folding of proteins
 BSU_05360, ydfC, unknown, unknown
 BSU_21400, yomD, unknown, unknown
 BSU_17970, cotM, spore coat protein (outer), resistance of the spore
 new_1894896_1895211, S636, new RNA feature, new_1894896_1895211
 BSU_24230, spoIVB, serine protease (site 1 protease), this results in pro-[[protein|24F7FD5C7C3A68BB2760ABB8CBD8FBD65E5FF7D4]] processing/activation in the mother-cell
 BSU_34130, ganA, beta-galactosidase, galactan utilization
 BSU_03690, gerKD, negative effector (D protein) of the [[protein|EDB2F4C132211F01654F2A2ED3D220EC15CE6F22]]-[[protein|D1AFCB1BE693AB6B8461B7764B6641E6EB1404FA]]-[[protein|D5D4E1E182F972BEF6BB432A7FF25EF45F1F0D95]] germinant receptor, germination
 BSU_40680, yybD, similar to GCN5-related N-acetyltransferase, unknown
 new_3299701_3300252, S1237, new RNA feature, new_3299701_3300252
 BSU_10770, wprA, secreted quality control protease, protein quality control
 BSU_23660, yqkB, unknown, unknown
 new_2157233_2157340_c, S764, new RNA feature,
 new_2157233_2157340_c, , ,
 BSU_00980, sigH, [wiki|RNA polymerase] [wiki|sigma factor] SigH, BSU_00980
 new_2352467_2352591_c, S851, new RNA feature,
 new_2352467_2352591_c, , ,
 BSU_07820, treR, transcription repressor of the [[gene|BC568649A341B2E6341993EDA4BF52BDE18A3294]]-[[gene|2EB9E0C492DF57DF683817E31D6DD34D7580E631]]-[[gene|treR ]]operon  ([wiki|GntR family]), regulation of trehalose utilization
 BSU_25170, yqfO, similar to GTP cyclohydrolase, unknown
 BSU_26830, zinT, lipoprotein, BSU_26830
 new_3747092_3747171_c, S1404, new RNA feature, new_3747092_3747171_c
 BSU_37970, ung, uracil-DNA glycosylase, DNA repair
 BSU_00310, holB, DNA polymerase III (delta subunit), BSU_00310
 BSU_16290, flgE, flagellar hook protein, movement and chemotaxis
 BSU_30900, cotS, outer spore coat protein, resistance of the spore
 BSU_16450, cheC, control of chemotaxis by interacting with [[protein|BE9373BEB682E5F8B0938AAA4ED9B723B357ABAE]], inhibition of [[protein|1217807AE3AE3A654BA0DD4AF5ADF1CEE62632B6]]-mediated methylation of MCPs
 BSU_10310, yhfO, predicted acyltransferase, unknown
 BSU_18709, yozT, unknown, unknown
 BSU_00380, metS, methionyl-tRNA synthetase, translation
 BSU_38650, yxlG, similar to [wiki|ABC transporter] (membrane protein), unknown
 new_886682_886774_c, S282, new RNA feature,
 new_886682_886774_c, , ,
 BSU_CDS_3119273, ytrG, small membrane protein, unknown
 BSU_04820, immR, transcriptional repressor ([wiki|Xre family]), induction by the  SOS response or the [[protein|A208B4564A50D7BE2630DE40E8FAAF3C16236EE4]]-[[protein|F3E14B772A5DA9073ED806A9ADDD9B64F0DFDD5B]] sensory system
 BSU_24680, comGF, DNA transport machinery, genetic competence
 new_3355486_3355592_c, S1257, new RNA feature, new_3355486_3355592_c
 BSU_11381, appA/1, oligopeptide ABC transporter, BSU_11381
 BSU_01370, adk, adenylate kinase, ADP formation
 BSU_misc_RNA_6, BSU_misc_RNA_6, null, null
 BSU_17310, ymaG, spore coat protein, protection of the spore
 BSU_12570, xtmA, PBSX terminase (small subunit), phage DNA replication
 BSU_31959, ybdZ, unknown, unknown
 BSU_09330, yhcZ, two-component response regulator, unknown
 BSU_20920, yopE, unknown, unknown
 new_1038761_1038814, S335, new RNA feature, new_1038761_1038814
 BSU_14030, ykuC, similar to macrolide-efflux protein, unknown
 BSU_01910, skfA, spore killing factor, killing of sister cells
 BSU_misc_RNA_19, BSU_misc_RNA_19, null, null
 BSU_11450, oppC, oligopeptide [wiki|ABC transporter] (permease), initiation of [wiki|sporulation]
 BSU_23720, yqzH, unknown, unknown
 new_1527018_1527086_c, S530, new RNA feature, new_1527018_1527086_c
 BSU_28690, glcF, probable glycolate oxidase, BSU_28690
 BSU_22750, menH, menaquinone biosynthesis methyltransferase, biosynthesis of menaquinone
 BSU_misc_RNA_44, BSU_misc_RNA_44, null, null
 BSU_27785, yrzF, putative serine/threonine-protein kinase, unknown
 BSU_04200, ydaE, lyxose isomerase, survival of ethanol  stress and low temperatures
 new_432271_432371, S130, new RNA feature, new_432271_432371
 BSU_21760, ypmP, unknown, unknown
 BSU_29050, ytbE, putative aldo/keto reductase, BSU_29050
 BSU_05900, thiL, thiamine-monophosphate kinase, biosynthesis of thiamine
 new_2262268_2262436, S805, new RNA feature,
 new_2262268_2262436, , ,
 BSU_02619, yczK, unknown, unknown
 BSU_15040, ylbK, similar to patatin-like phospholipase, unknown
 BSU_03040, amyE, alpha-amylase, starch degradation
 BSU_02270, pssA, phosphatidylserine synthase, biosynthesis of phospholipids
 BSU_18030, tlp, thioredoxin-like protein, unknown
 BSU_08410, yfiV, similar to transcriptional regulator ([wiki|MarR family]), unknown
 BSU_01670, amiE, N-acetylmuramyl-L-alanine amidase, recycling of cell wall material
 BSU_34890, hisH, imidazole glycerol phosphate synthase (glutaminase subunit), biosynthesis of histidine
 BSU_05630, bstG, bacillithiol S-transferase, BSU_05630
 BSU_22610, tyrA, prephenate dehydrogenase, biosynthesis of tyrosine
 new_352793_352857, S119, new RNA feature, new_352793_352857
 BSU_37370, albA, radical S-adenosylmethionine enzyme, BSU_37370
 BSU_rRNA_15, rrnI-5S, 5S rRNA, translation
 BSU_37180, fadF, similar to iron-sulphur-binding reductase, fatty acid degradation
 BSU_06470, purQ, phosphoribosylformylglycinamidine synthase, purine biosynthesis
 new_2843111_2843532, S1054, new RNA feature, new_2843111_2843532
 BSU_35170, uvrB, excinuclease ABC (subunit B), BSU_35170
 new_511038_511105, S158, new RNA feature, new_511038_511105
 BSU_28190, ysxC, assembly of the 50S subunit of the ribosome, ribosome assembly
 new_2454265_2454346_c, S892, new RNA feature,
 new_2454265_2454346_c, , ,
 new_1151121_1151285, S385, new RNA feature, new_1151121_1151285
 BSU_02900, yceD, general stress protein, BSU_02900
 new_655138_655222, S213, new RNA feature, new_655138_655222
 BSU_29550, ytcJ, putative amidohydrolase, unknown
 BSU_29805, sftA, DNA translocase, BSU_29805
 BSU_35580, tuaD, UDP glucose 6-dehydrogenase, biosynthesis of teichuronic acid
 BSU_17270, pghC, phage-derived gamma polyglutamic acid hydrolase, polyglutamic acid degradation
 BSU_05710, ydhD, spore coat peptidoglycan hydrolase, unknown
 BSU_40650, yybG, unknown, unknown
 BSU_34670, yvdA, similar to carbonic anhydrase, unknown
 BSU_02030, prkD, protein kinase D, unknown
 new_1912142_1913240_c, S651, new RNA feature,
 new_1912142_1913240_c, , ,
 new_4198071_4198574, S1574, new RNA feature,
 new_4198071_4198574, , ,
 BSU_20780, yopS, similar to transcription regulator (Xre family), unknown
 new_2779386_2779461_c, S1028, new RNA feature,
 new_2779386_2779461_c, , ,
 BSU_26780, bstE, bacillithiol S-transferase, unknown
 BSU_22770, mtrB, tryptophan operon RNA-binding attenuation protein (TRAP), BSU_22770
 BSU_05520, ydzH, unknown, unknown
 BSU_09410, phoA, alkaline phosphatase A, aquisition of phosphate upon phosphate starvation
 BSU_25320, yqfG, RNase M16, required for the maturation of the 3' end of 16S rRNA
 BSU_01845, ybcC, subunit of a Na<sup>+</sup>:bicarbonate transporter [[protein|CCDDC414E266D86B9027EA67EA565D87357023B3|MpsA]]-[[protein|E04C67FB0EA3FFEC8FB68440F4661505C3DFDA29|MpsB]], uptake of bicarbonate
 BSU_28790, araB, L-ribulokinase, arabinose utilization
 BSU_tRNA_76, trnSL-Thr1, null, translation
 BSU_19330, sodF, superoxide dismutase, detoxification of oxygen radicals
 BSU_02330, ybfQ, unknown, unknown
 BSU_31080, bslA, bacterial hydrophobin, required for sliding
 BSU_36690, rapB, response regulator aspartate phosphatase, control of the phosphorelay
 BSU_38600, licR, transcriptional activator of the [[gene|65FC7F4ED92F747DB7BC5672DCA2D2320A471134]]-[[gene|83A7C160B0301A2B51B65478D99ACB753D67AF74]]-[[gene|E8B6C8E722BEE866878CDD816B7828C132F94FCD]]-[[gene|84D8AA0AFBF46273F6B4198B49440D55470FEC0F]] operon, regulation of lichenan utilization
 BSU_misc_RNA_43, ldlU, , 
 BSU_20010, yosT, unknown, unknown
 new_3830002_3830131_c, S1448, new RNA feature,
 new_3830002_3830131_c, , ,
 BSU_11809, yjcZ, unknown, unknown
 BSU_35360, hag, flagellin protein,000 subunits make up one flagellum
 BSU_05250, ydeM, similar to dehydratase, unknown
 new_3154077_3154734_c, S1178, new RNA feature, new_3154077_3154734_c
 BSU_tRNA_51, trnS-Leu2, null, translation
 BSU_06920, yesJ, unknown, unknown
 BSU_26410, yrkR, unknown, unknown
 new_1655375_1655445, S573, new RNA feature,
 new_1655375_1655445, , ,
 BSU_15340, ylmA, similar to [wiki|ABC transporter] (ATP-binding protein), unknown
 new_2752064_2752166_c, S1015, new RNA feature, new_2752064_2752166_c
 new_2930473_2930793_c, S1081, new RNA feature, new_2930473_2930793_c
 BSU_misc_RNA_63, BSU_misc_RNA_63, null, null
 BSU_31110, yubF, unknown, unknown
 new_3410379_3410465, S1278, new RNA feature, new_3410379_3410465
 BSU_05910, tsaE, protein kinase, BSU_05910
 BSU_18000, citB, aconitase, BSU_18000
 BSU_29060, ytaG, dephospho-CoA kinase, synthesis of coenzyme A
 BSU_04580, cshA, DEAD-box RNA helicase, important for adaptation to low temperatures
 BSU_40300, rapG, response regulator aspartate phosphatase, BSU_40300
 BSU_03540, ycxB, unknown, unknown
 BSU_misc_RNA_11, Thi-box, Thi-box controlling thiC expression, control of thiC expression
 BSU_20540, yoqR, unknown, unknown
 new_2735457_2735681_c, S1004, new RNA feature,
 new_2735457_2735681_c, , ,
 BSU_20820, yopO, similar to transcription regulator (Xre family), unknown
 BSU_misc_RNA_10, BSU_misc_RNA_10, null, null
 new_1940412_1941158_c, S675, new RNA feature,
 new_1940412_1941158_c, , ,
 BSU_02090, ybxI, beta-lactamase, unknown
 new_2450326_2450402_c, S891, new RNA feature,
 new_2450326_2450402_c, , ,
 BSU_35630, lytB, modifier protein of major autolysin [[protein|6A21293823151C6980BF52B31A4B249A8440F2E1]], autolysis
 BSU_06560, yerA, N6-methyladenosine deaminase, utilization of N6-methyladenosine
 BSU_36079, BSU_36079, , 
 new_4121082_4121165_c, S1541, new RNA feature, new_4121082_4121165_c
 BSU_35250, ftsX, [wiki|ABC transporter] (membrane protein) ([[protein|8BF7EB539B53D75BD30BD30ABF27106D6A0B030B]]-[[protein|E22D0F0AC56DC95AFC02E7F55FCD5FAA44B6B490]]), BSU_35250
 BSU_35520, tagV, phosphotransferase, teichuronic acid
 BSU_13560, mtnK, 5-methylthioribose kinase, methionine salvage
 new_1884169_1884237, S628, new RNA feature, new_1884169_1884237
 BSU_17470, ynxB, unknown, unknown
 new_1929410_1929480, S669, new RNA feature,
 new_1929410_1929480, , ,
 BSU_17640, yncD, spore coat alanine racemase, protection of the spore
 BSU_12020, manA, mannose-6-phosphate isomerase, BSU_12020
 BSU_28870, infC, translation initiation factor IF-3, BSU_28870
 BSU_13040, hmp, flavohemoglobin, essential for long-term survival under anaerobic conditions
 BSU_12420, yjoB, AAA family, similar to cell-division protein [[protein|4E7B9426CED372AA8A321A147116A3A589FBF20C]]
 BSU_40160, epeP, membrane protease, BSU_40160
 BSU_35690, ggaA, galactosamine-containing minor teichoic acid biosynthesis, biosynthesis of teichoic acid
 new_1121267_1121506, S369, new RNA feature, new_1121267_1121506
 BSU_17040, mutS, DNA mismatch repair (mismatch recognition protein), DNA repair
 new_4104900_4105513, S1535, new RNA feature, new_4104900_4105513
 BSU_40760, yyaP, unknown, unknown
 new_226436_226565, S80, new RNA feature, new_226436_226565
 BSU_23370, ypuA, unknown, unknown
 BSU_18730, yoaS, unknown, unknown
 BSU_04380, ydaT, general stress protein, BSU_04380
 BSU_26000, yqbR, similar to phage-related protein, unknown
 BSU_14568, BSU_14568, , 
 BSU_30820, menD, 2-succinyl-6-hydroxy-2, BSU_30820
 BSU_ncRNA_1, aimX, part of the arbitrium peptide-based communication system, control of phage SP beta lysogeny
 new_2417904_2417983_c, S879, new RNA feature,
 new_2417904_2417983_c, , ,
 BSU_26150, yqbD, similar to phage-related protein, unknown
 new_3918519_3918628_c, S1473, new RNA feature, new_3918519_3918628_c
 BSU_07300, yfnE, similar to chondroitin synthase, unknown
 new_4062713_4063346, S1520, new RNA feature,
 new_4062713_4063346, , ,
 new_3681497_3681845_c, S1376, new RNA feature,
 new_3681497_3681845_c, , ,
 BSU_11910, yjcM, unknown, unknown
 BSU_30370, bceB, primary bacitracin resistance determinant, sensory component of the Bce regulatory & detoxification system
 new_2892550_2894991, S1070, new RNA feature,
 new_2892550_2894991, , ,
 BSU_02420, glnT, glutamine transporter (proton symport), glutamine uptake
 new_2841021_2841168, S1053, new RNA feature, new_2841021_2841168
 new_3183217_3183608, S1184, new RNA feature, new_3183217_3183608
 BSU_29740, ccpA, Carbon catabolite control protein A, BSU_29740
 new_600145_600228_c, S194, new RNA feature,
 new_600145_600228_c, , ,
 new_3852070_3852185_c, S1453, new RNA feature, new_3852070_3852185_c
 new_275603_275837, S95, new RNA feature, new_275603_275837
 BSU_18340, ppsA, plipastatin synthetase, production of the antibacterial compound plipastatin
 BSU_31350, pgi, glucose 6-phosphate isomerase, BSU_31350
 BSU_39030, yxiT, unknown, unknown
 BSU_29390, snaA, sulphur N-acetylase, BSU_29390
 BSU_36830, atpA, ATP synthase, BSU_36830
 new_2525615_2525743_c, S916, new RNA feature, new_2525615_2525743_c
 BSU_13050, ykzH, unknown, unknown
 BSU_17490, ynzG, unknown, unknown
 BSU_04590, ydbS, resistence against antimicrobial compounds from B. amyloliquefaciens, confers resistence against antimicrobial compounds from B. amyloliquefaciens
 BSU_02630, tatAD, component of the [[protein|E4395255CD43ACB611E0BA872182DF801662C366]]-[[protein|A58C9B9BB6574662A44AF0C7A94DFFE368B740E2]] twin-arginine translocase, TAT [wiki|protein secretion]
 BSU_36540, ywnJ, unknown, unknown
 BSU_20050, yosQ, similar to phage-related endodeoxyribonuclease, unknown
 BSU_36330, ywpF, unknown, unknown
 new_3224752_3224810, S1199, new RNA feature, new_3224752_3224810
 BSU_18109, ynfCc, , 
 BSU_03030, ycgB, unknown, unknown
 BSU_29210, accD, acetyl-CoA carboxylase (beta subunit), production of malonyl-CoA
 new_2599926_2600047_c, S948, new RNA feature, new_2599926_2600047_c
 BSU_07030, yesU, carbohydrate-binding protein, BSU_07030
 BSU_10130, hemH, coproporphyrin ferrochelatase, biosynthesis of heme
 BSU_misc_RNA_3, BSU_misc_RNA_3, null, null
 BSU_31260, mcpB, membrane-bound chemotaxis receptor, receptor for asparagine as well as ethanol and other short-chain alcohols
 BSU_11270, yjzD, unknown, unknown
 BSU_07600, yflP, unknown, may control [[protein|7EBB09F8FF4C2FBE35B4689B15D89FEF3D58A227]] activity
 BSU_39139, yxzJ, unknown, unknown
 BSU_10930, yitB, phospho-adenylylsulfate sulfotransferase, sulfate reduction and activation
 BSU_31490, pbpD, class A penicillin-binding protein 4, bifunctional glucosyltransferase/ transpeptidase
 BSU_00370, abrB, transcriptional regulator of transition state genes, regulation of gene expression during the transition from growth to stationary phase
 new_1075165_1075252_c, S355, new RNA feature, new_1075165_1075252_c
 new_2600049_2600188_c, S949, new RNA feature,
 new_2600049_2600188_c, , ,
 BSU_15540, pyrD, dihydroorotic acid dehydrogenase (catalytic subunit), pyrimidine biosynthesis
 BSU_24750, yqhB, similar to magnesium exporter, required for protection against oxidative stress
 BSU_12160, forC1, formate:menadione oxidoreductase (with [[protein|01C43D05A53BF4B0F505D9C9CCAAFA1AF9E94F87]]), general stress protein
 new_347027_347149, S116, new RNA feature, new_347027_347149
 new_2409565_2409634, S873, new RNA feature, new_2409565_2409634
 BSU_06559, yezF, unknown, unknown
 new_3649731_3649813_c, S1360, new RNA feature, new_3649731_3649813_c
 new_1398413_1398495, S476, new RNA feature, new_1398413_1398495
 new_2075780_2076111, S724, new RNA feature,
 new_2075780_2076111, , ,
 BSU_00940, cysS, cysteine-tRNA synthetase, translation
 BSU_40530, cotF, spore coat protein, resistance of the spore
 BSU_21160, yonA, unknown, unknown
 BSU_20280, yorR, unknown, unknown
 BSU_11590, yjbL, unknown, unknown
 BSU_35390, yviE, unknown, unknown
 BSU_05440, nap, carboxylesterase NA, lipid degradation
 new_2049454_2050111, S706, new RNA feature, new_2049454_2050111
 new_2228723_2229384, S802, new RNA feature,
 new_2228723_2229384, , ,
 BSU_37800, sivA, inhibitor of [[protein|B29CAD04FB89ACC482EFCD29D50EDDA19145CAA2]] autophosphorylation, BSU_37800
 BSU_40021, yxaK, unknown, unknown
 BSU_10810, yisP, farnesyl diphosphate phosphatase, BSU_10810
