"category id","category","gene locus","gene name"
"SW.1.2.4.12","Other transporters","BSU_07400",""
"SW.1.2.4.12","Other transporters","BSU_11480",""
"SW.1.2.4.12","Other transporters","BSU_07460",""
"SW.1.2.4.12","Other transporters","BSU_10450",""
"SW.1.2.4.12","Other transporters","BSU_33370",""
"SW.1.2.4.13","Metal ion exporters","BSU_05470",""
"SW.1.2.4.13","Metal ion exporters","BSU_06320",""
"SW.1.2.4.14","Multidrug exporters","BSU_33570",""
"SW.1.2.4.14","Multidrug exporters","BSU_17300",""
"SW.1.2.4.14","Multidrug exporters","BSU_33560",""
"SW.1.2.4.14","Multidrug exporters","BSU_17290",""
"SW.1.2.4.12","Other transporters","BSU_02770",""
"SW.1.2.4.14","Multidrug exporters","BSU_34500",""
"SW.1.2.4.14","Multidrug exporters","BSU_34490",""
"SW.1.3.1.1","Magnesium uptake/ efflux","BSU_09550",""
"SW.1.3.1.1","Magnesium uptake/ efflux","BSU_08000",""
"SW.1.3.1.1","Magnesium uptake/ efflux","BSU_13300",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_31610",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_31600",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_31640",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_31620",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_31630",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_31650",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_31660",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_02750",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_02760",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_02740",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_09680",""
"SW.1.3.1.2","Sodium uptake/ export","BSU_33420",""
"SW.1.3.2.1","Copper","BSU_10600",""
"SW.1.3.2.1","Copper","BSU_33500",""
"SW.1.3.2.1","Copper","BSU_33520",""
"SW.1.3.2.1","Copper","BSU_33510",""
"SW.1.3.2.2","Manganese","BSU_30760",""
"SW.1.3.2.2","Manganese","BSU_30750",""
"SW.1.3.2.2","Manganese","BSU_30770",""
"SW.1.3.2.2","Manganese","BSU_30740",""
"SW.1.3.2.2","Manganese","BSU_04360",""
"SW.1.3.2.2","Manganese","BSU_05470",""
"SW.1.3.2.2","Manganese","BSU_06320",""
"SW.1.3.2.2","Manganese","BSU_24520",""
"SW.1.3.2.3","Zinc","BSU_02860",""
"SW.1.3.2.3","Zinc","BSU_03360",""
"SW.1.3.2.3","Zinc","BSU_26650",""
"SW.1.3.2.3","Zinc","BSU_02850",""
"SW.1.3.2.3","Zinc","BSU_02870",""
"SW.1.3.2.3","Zinc","BSU_19120",""
"SW.1.3.2.3","Zinc","BSU_25100",""
"SW.1.3.2.3","Zinc","BSU_26830",""
"SW.1.3.2.4","Trace metals/ Other","BSU_33390",""
"SW.1.3.2.4","Trace metals/ Other","BSU_26640",""
"SW.1.3.2.4","Trace metals/ Other","BSU_33380",""
"SW.1.3.2.1","Copper","BSU_03950",""
"SW.1.3.2.1","Copper","BSU_03960",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_01620",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_01630",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_01610",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_33290",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_33310",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_33320",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_33300",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_03800",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_03830",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_08460",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_03810",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_03820",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_08440",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_07510",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_07500",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_08450",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_07490",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_07520",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_10330",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_32940",""
"SW.1.3.3.1","ABC transporters for the uptake of iron/ siderophores","BSU_39610",""
"SW.1.3.3.2","Elemental iron transport system","BSU_38280",""
"SW.1.3.3.2","Elemental iron transport system","BSU_38260",""
"SW.1.3.3.2","Elemental iron transport system","BSU_38270",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_31990",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_32010",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_32000",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_01640",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_31970",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_35060",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_04536",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_31960",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_04530",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_22036",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_31980",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_30650",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_07150",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_23520",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_10100",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_32990",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_01600",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_16825",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_29830",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_35070",""
"SW.1.3.3.3","Acquisition of iron / Other","BSU_35080",""
"SW.3.2.4.1","Exoribonucleases","BSU_16690",""
"SW.3.2.4.1","Exoribonucleases","BSU_29250",""
"SW.3.2.4.1","Exoribonucleases","BSU_33610",""
"SW.3.2.4.1","Exoribonucleases","BSU_09930",""
"SW.3.2.4.1","Exoribonucleases","BSU_28370",""
"SW.3.2.4.1","Exoribonucleases","BSU_14530",""
"SW.3.2.4.1","Exoribonucleases","BSU_18200",""
"SW.3.2.4.2","Endoribonucleases","BSU_16960",""
"SW.3.2.4.2","Endoribonucleases","BSU_41050",""
"SW.3.2.4.2","Endoribonucleases","BSU_23840",""
"SW.3.2.4.2","Endoribonucleases","BSU_04660",""
"SW.3.2.4.2","Endoribonucleases","BSU_16060",""
"SW.3.2.4.2","Endoribonucleases","BSU_28620",""
"SW.3.2.4.2","Endoribonucleases","BSU_32540",""
"SW.3.2.4.2","Endoribonucleases","BSU_15930",""
"SW.3.2.4.2","Endoribonucleases","BSU_00950",""
"SW.3.2.4.2","Endoribonucleases","BSU_00410",""
"SW.3.2.4.3","RNA pyrophosphohydrolase","BSU_30630",""
"SW.3.2.4.4","RNases/ Other","BSU_misc_RNA_35",""
"SW.3.2.4.4","RNases/ Other","BSU_16020",""
"SW.3.2.4.2","Endoribonucleases","BSU_00970",""
"SW.3.2.4.2","Endoribonucleases","BSU_09190",""
"SW.3.2.4.2","Endoribonucleases","BSU_16780",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_38410",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_38050",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_03981",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_27060",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_39270",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_13890",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_38590",""
"SW.3.4.3.1","Trigger enzymes of the PTS that control the activity of PRD-containing transcription factors","BSU_12010",""
"SW.3.4.3.2","Trigger enzymes that control gene expression by protein-protein interaction with transcription factors","BSU_37790",""
"SW.3.4.3.2","Trigger enzymes that control gene expression by protein-protein interaction with transcription factors","BSU_00730",""
"SW.3.4.3.2","Trigger enzymes that control gene expression by protein-protein interaction with transcription factors","BSU_17460",""
"SW.3.4.3.2","Trigger enzymes that control gene expression by protein-protein interaction with transcription factors","BSU_22960",""
"SW.3.4.3.3","Trigger enzymes that act directly as transcription factors by binding DNA","BSU_22440",""
"SW.3.4.3.3","Trigger enzymes that act directly as transcription factors by binding DNA","BSU_01810",""
"SW.3.4.3.4","Trigger enzyme that acts by binding of a specific RNA element","BSU_18000",""
"SW.3.4.3.5","Trigger enzymes that control transcription in a yet unknown way","BSU_32330",""
"SW.3.4.7.1","The kinases","BSU_13990",""
"SW.3.4.7.1","The kinases","BSU_31450",""
"SW.3.4.7.1","The kinases","BSU_13660",""
"SW.3.4.7.1","The kinases","BSU_14490",""
"SW.3.4.7.1","The kinases","BSU_13530",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_31460",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_31080",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_04090",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_01560",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_04080",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_25690",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_37800",""
"SW.3.4.7.2","Proteins controlling the activity of the kinases","BSU_15960",""
"SW.3.4.7.3","The phosphotransferases","BSU_27930",""
"SW.3.4.7.3","The phosphotransferases","BSU_37130",""
"SW.3.4.7.4","The ultimate target","BSU_24220",""
"SW.3.4.7.5","Phosphatases controlling the phosphorelay","BSU_17920",""
"SW.3.4.7.5","Phosphatases controlling the phosphorelay","BSU_10730",""
"SW.3.4.7.5","Phosphatases controlling the phosphorelay","BSU_13640",""
"SW.3.4.7.5","Phosphatases controlling the phosphorelay","BSU_36690",""
"SW.3.4.7.5","Phosphatases controlling the phosphorelay","BSU_25830",""
"SW.3.4.7.5","Phosphatases controlling the phosphorelay","BSU_06830",""
"SW.3.4.7.6","Other protein controlling the activity of the phosphorelay","BSU_14990",""
"SW.3.4.7.6","Other protein controlling the activity of the phosphorelay","BSU_17020",""
"SW.3.4.7.6","Other protein controlling the activity of the phosphorelay","BSU_00320",""
"SW.4.2.2","phosphorelay","BSU_04100",""
"SW.4.2.2","phosphorelay","BSU_31470",""
"SW.4.2.2","phosphorelay","BSU_05050",""
"SW.4.2.2","phosphorelay","BSU_05060",""
"SW.4.2.2","phosphorelay","BSU_35260",""
"SW.4.2.2","phosphorelay","BSU_35250",""
"SW.4.2.2","phosphorelay","BSU_27920",""
"SW.4.2.2","phosphorelay","BSU_11430",""
"SW.4.2.2","phosphorelay","BSU_11460",""
"SW.4.2.2","phosphorelay","BSU_11450",""
"SW.4.2.2","phosphorelay","BSU_11470",""
"SW.4.2.2","phosphorelay","BSU_11440",""
"SW.4.2.2","phosphorelay","BSU_11540",""
"SW.4.2.2","phosphorelay","BSU_06839",""
"SW.4.2.2","phosphorelay","BSU_33660",""
"SW.4.2.2","phosphorelay","BSU_00320",""
"SW.4.2.2","phosphorelay","BSU_10810",""
"SW.4.2.2","phosphorelay","BSU_24220",""
"SW.3.4.7","phosphorelay","BSU_35260",""
"SW.3.4.7","phosphorelay","BSU_04100",""
"SW.3.4.7","phosphorelay","BSU_35250",""
"SW.3.4.7","phosphorelay","BSU_05060",""
"SW.3.4.7","phosphorelay","BSU_05050",""
"SW.3.4.7","phosphorelay","BSU_31470",""
"SW.3.4.7","phosphorelay","BSU_27920",""
"SW.3.4.7","phosphorelay","BSU_11430",""
"SW.3.4.7","phosphorelay","BSU_11460",""
"SW.3.4.7","phosphorelay","BSU_11450",""
"SW.3.4.7","phosphorelay","BSU_11440",""
"SW.3.4.7","phosphorelay","BSU_11470",""
"SW.3.4.7","phosphorelay","BSU_11540",""
"SW.3.4.7","phosphorelay","BSU_06839",""
"SW.3.4.7","phosphorelay","BSU_10810",""
"SW.3.4.7","phosphorelay","BSU_24220",""
"SW.3.4.7","phosphorelay","BSU_00320",""
"SW.3.4.7","phosphorelay","BSU_33660",""
"SW.4.2.2.1","The kinases","BSU_13990",""
"SW.4.2.2.1","The kinases","BSU_31450",""
"SW.4.2.2.1","The kinases","BSU_13660",""
"SW.4.2.2.1","The kinases","BSU_14490",""
"SW.4.2.2.1","The kinases","BSU_13530",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_31460",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_31080",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_04090",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_01560",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_04080",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_25690",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_37800",""
"SW.4.2.2.2","Proteins controlling the activity of the kinases","BSU_15960",""
"SW.4.2.2.3","The phosphotransferases","BSU_27930",""
"SW.4.2.2.3","The phosphotransferases","BSU_37130",""
"SW.4.2.2.4","The ultimate target","BSU_24220",""
"SW.4.2.2.5","Phosphatases controlling the phosphorelay","BSU_17920",""
"SW.4.2.2.5","Phosphatases controlling the phosphorelay","BSU_10730",""
"SW.4.2.2.5","Phosphatases controlling the phosphorelay","BSU_13640",""
"SW.4.2.2.5","Phosphatases controlling the phosphorelay","BSU_36690",""
"SW.4.2.2.5","Phosphatases controlling the phosphorelay","BSU_25830",""
"SW.4.2.2.5","Phosphatases controlling the phosphorelay","BSU_06830",""
"SW.4.2.2.6","Other protein controlling the activity of the phosphorelay","BSU_14990",""
"SW.4.2.2.6","Other protein controlling the activity of the phosphorelay","BSU_17020",""
"SW.4.2.2.6","Other protein controlling the activity of the phosphorelay","BSU_00320",""
"SW.4.2.4.1","Germinant receptors","BSU_33050",""
"SW.4.2.4.1","Germinant receptors","BSU_33070",""
"SW.4.2.4.1","Germinant receptors","BSU_33060",""
"SW.4.2.4.1","Germinant receptors","BSU_35810",""
"SW.4.2.4.1","Germinant receptors","BSU_35820",""
"SW.4.2.4.1","Germinant receptors","BSU_35800",""
"SW.4.2.4.1","Germinant receptors","BSU_03700",""
"SW.4.2.4.1","Germinant receptors","BSU_03710",""
"SW.4.2.4.1","Germinant receptors","BSU_03720",""
"SW.4.2.4.1","Germinant receptors","BSU_03690",""
"SW.4.2.4.2","Additional germination proteins","BSU_01550",""
"SW.4.2.4.2","Additional germination proteins","BSU_28410",""
"SW.4.2.4.2","Additional germination proteins","BSU_02600",""
"SW.4.2.4.2","Additional germination proteins","BSU_28380",""
"SW.4.2.4.2","Additional germination proteins","BSU_03930",""
"SW.4.2.4.2","Additional germination proteins","BSU_02070",""
"SW.4.2.4.2","Additional germination proteins","BSU_10680",""
"SW.4.2.4.2","Additional germination proteins","BSU_10700",""
"SW.4.2.4.2","Additional germination proteins","BSU_10690",""
"SW.4.2.4.2","Additional germination proteins","BSU_10710",""
"SW.4.2.4.2","Additional germination proteins","BSU_10670",""
"SW.4.2.4.2","Additional germination proteins","BSU_10720",""
"SW.4.2.4.2","Additional germination proteins","BSU_29500",""
"SW.4.2.4.2","Additional germination proteins","BSU_34990",""
"SW.4.2.4.2","Additional germination proteins","BSU_04110",""
"SW.4.2.4.2","Additional germination proteins","BSU_19490",""
"SW.4.2.4.2","Additional germination proteins","BSU_25540",""
"SW.4.2.4.2","Additional germination proteins","BSU_37920",""
"SW.4.2.4.2","Additional germination proteins","BSU_16790",""
"SW.4.2.4.2","Additional germination proteins","BSU_15770",""
"SW.4.2.4.2","Additional germination proteins","BSU_22930",""
"SW.4.2.4.2","Additional germination proteins","BSU_23402",""
"SW.4.2.4.2","Additional germination proteins","BSU_23401",""
"SW.4.2.4.2","Additional germination proteins","BSU_23410",""
"SW.4.2.4.2","Additional germination proteins","BSU_13830",""
"SW.4.2.4.2","Additional germination proteins","BSU_16799",""
"SW.4.2.4.2","Additional germination proteins","BSU_38130",""
"SW.4.2.4.2","Additional germination proteins","BSU_22920",""
"SW.4.2.4.2","Additional germination proteins","BSU_14800",""
"SW.4.2.4.2","Additional germination proteins","BSU_09150",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_00830",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_29210",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_40100",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_37420",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_31410",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_29450",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_27610",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_29750",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_36840",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_22710",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_06240",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_00860",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_34540",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_35470",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_35450",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_24730",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_24040",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_33520",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_10420",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_15420",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_28540",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_16320",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_32610",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_34130",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_33940",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_06670",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_35690",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_15680",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_18450",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_06030",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_35670",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_22790",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_28130",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_35310",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_25490",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_29130",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_28310",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_28290",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_39720",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_14020",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_08820",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_22960",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_28270",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_28260",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_34040",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_29120",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_34030",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_00840",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_30300",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_30800",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_30760",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_13550",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_27870",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_13560",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_03420",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_19370",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_19360",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_33240",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_00110",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_29190",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_40420",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_28040",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_16940",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01020",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01260",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01210",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01180",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_30700",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_24900",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01070",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01080",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01110",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01300",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01500",""
"SW.6.4.1","Phosphorylation on an Arg residue","BSU_01100",""
